# deviation_chirp_bias	 deviation_time_bias
0.00005475	0.00015862
0.00030932	0.00095954
0.00002879	0.00042406
0.00001768	0.00026041
0.00048127	0.00032295
0.00005348	0.00135039
0.00011794	0.00280329
0.00008575	0.00025298
0.00015077	0.00107503
0.00016225	0.00130013
0.00011119	0.00089150
0.00020354	0.00260868
0.00043551	0.00469631
0.00013490	0.00043606
0.00023133	0.00071621
0.00157067	0.00165748
0.00004839	0.00017766
0.00044637	0.00185912
0.00006792	0.00213297
0.00007736	0.00017742
0.00003180	0.00079026
0.00006307	0.00005038
0.00001138	0.00020659
0.00001331	0.00074559
0.00011104	0.00016041
0.00012225	0.00061425
0.00053853	0.00219958
0.00001555	0.00009457
0.00002990	0.00057459
0.00016171	0.00022808
0.00014345	0.00003778
0.00007125	0.00083375
0.00007074	0.00077906
0.00000465	0.00059735
0.00002250	0.00008072
0.00020230	0.00129372
0.00001644	0.00064519
0.00018381	0.00014138
0.00006236	0.00029732
0.00003543	0.00027356
0.00005106	0.00016884
0.00005518	0.00043155
0.00051736	0.00700158
0.00152410	0.00124963
0.00003937	0.00040161
0.00002616	0.00016469
0.00005622	0.00537129
0.00012670	0.00706509
0.00002562	0.00048033
0.00001026	0.00058693
0.00008146	0.00076163
0.00014449	0.01263396
0.00002775	0.00035894
0.00002906	0.00016360
0.00005674	0.00048048
0.00028292	0.00162567
0.00014989	0.00077215
0.00032916	0.00184558
0.00001317	0.00046012
0.00008926	0.00027512
0.00001752	0.00083018
0.00000567	0.00018682
0.00003533	0.00012588
0.00033451	0.00006966
0.00010365	0.00005940
0.00023723	0.00172823
0.00007385	0.00023367
0.00007580	0.00137516
0.00016086	0.00026363
0.00001610	0.00039399
0.00028513	0.00050434
0.00000444	0.00014540
0.00008449	0.00008818
0.00002351	0.00037113
0.00012499	0.00234536
0.00000668	0.00074087
0.00003748	0.00032766
0.00013011	0.00002700
0.00011259	0.00270074
0.00004447	0.00103017
0.00001923	0.00017899
0.00012658	0.00106766
0.00002163	0.00019884
0.00003850	0.00183814
0.00023743	0.00018240
0.00020135	0.00186621
0.00019853	0.00117715
0.00021711	0.00010707
0.00002007	0.00092413
0.00018461	0.00151210
0.00000347	0.00005693
0.00000686	0.00014853
0.00017285	0.00058723
0.00011001	0.00038343
0.00009377	0.00009407
0.00028977	0.00119184
0.00024522	0.00039171
0.00006739	0.00064499
0.00014022	0.00094489
0.00000402	0.00016038
0.00001567	0.00219625
0.00005613	0.00021779
0.00009026	0.00098243
0.00006049	0.00009116
0.00058982	0.00634645
0.00030479	0.00108577
0.00018739	0.00000823
0.00016573	0.00000816
0.00010888	0.00055208
0.00000916	0.00022124
0.00003183	0.00011789
0.00016645	0.00035841
0.00037753	0.00145683
0.00006662	0.00018461
0.00020617	0.00036061
0.00025714	0.00555751
0.00014742	0.00322874
0.00020922	0.00150552
0.00031475	0.00022224
0.00000143	0.00039186
0.00002502	0.00015869
0.00020136	0.00056020
0.00002052	0.00019366
0.00043457	0.00040301
0.00032426	0.00010071
0.00000950	0.00014918
0.00001457	0.00013216
0.00002565	0.00019662
0.00016232	0.00118083
0.00026041	0.01052654
0.00004472	0.00050266
0.00002489	0.00068551
0.00007855	0.00027053
0.00006588	0.00109621
0.00023354	0.00069810
0.00002039	0.00073860
0.00011083	0.00085875
0.00009266	0.00002472
0.00018495	0.00121681
0.00000327	0.00029146
0.00001885	0.00108250
0.00007037	0.00017155
0.00001144	0.00010020
0.00029541	0.00283883
0.00005784	0.00015042
0.00001399	0.00031601
0.00000145	0.00012181
0.00004110	0.00026206
0.00011043	0.00024630
0.00036352	0.00481090
0.00000321	0.00027082
0.00008633	0.00016677
0.00027773	0.00044678
0.00019822	0.00015574
0.00004590	0.00188605
0.00042997	0.00102141
0.00026830	0.00134944
0.00001567	0.00043387
0.00001336	0.00005925
0.00015119	0.00004568
0.00025688	0.00284877
0.00007883	0.00087666
0.00017495	0.00316414
0.00001537	0.00050390
0.00004419	0.00085754
0.00002583	0.00014168
0.00009073	0.00039291
0.00006628	0.00942969
0.00001395	0.00035642
0.00094821	0.00417443
0.00028978	0.00137604
0.00009529	0.00055881
0.00010065	0.00152128
0.00007320	0.00058816
0.00000279	0.00016333
0.00001681	0.00059558
0.00011318	0.00081820
0.00019545	0.00086584
0.00017027	0.00104073
0.00015283	0.00023223
0.00069117	0.00086374
0.00000600	0.00062910
0.00004198	0.00020279
0.00001118	0.00028397
0.00006819	0.00022742
0.00006217	0.00128520
0.00007232	0.00319104
0.00008503	0.00050237
0.00069354	0.00018976
0.00000072	0.00003726
0.00000176	0.00035406
0.00001405	0.00001686
0.00000435	0.00029555
0.00001840	0.00048455
0.00001008	0.00157990
0.00008594	0.00061901
0.00006274	0.00112132
0.00040773	0.00024839
0.00033511	0.00080032
0.00036917	0.00222516
0.00001614	0.00025039
0.00016147	0.00013528
0.00003003	0.00037049
0.00009251	0.00008676
0.00005964	0.00005167
0.00006248	0.00014350
0.00009103	0.00083197
0.00008457	0.00038969
0.00010214	0.00045320
0.00012026	0.00043584
0.00012591	0.00049948
0.00000120	0.00014251
0.00013131	0.00016573
0.00010752	0.00139534
0.00006220	0.00009770
0.00009665	0.00074850
0.00039433	0.00379801
0.00078203	0.02970306
0.00004554	0.00013853
0.00005353	0.00039619
0.00037839	0.00251151
0.00002174	0.00029868
0.00059601	0.00048728
0.00013761	0.00138262
0.00011214	0.00072932
0.00008461	0.00049374
0.00004713	0.00010373
0.00003447	0.00138891
0.00020231	0.00199578
0.00006077	0.00169932
0.00040067	0.00206889
0.00010041	0.00022524
0.00005409	0.00026816
0.00010822	0.00119085
0.00000980	0.00110963
0.00005643	0.00015945
0.00002631	0.00058111
0.00010682	0.00112147
0.00009768	0.00010069
0.00008165	0.00006300
0.00004779	0.00079463
0.00005898	0.00032904
0.00041029	0.00200862
0.00023472	0.00102582
0.00028252	0.00134126
0.00017614	0.00248308
0.00002446	0.00004719
0.00020407	0.00045447
0.00002693	0.00013952
0.00042144	0.00380565
0.00000769	0.00052668
0.00010482	0.00095621
0.00005349	0.00177604
0.00003961	0.00014174
0.00012180	0.00050207
0.00015842	0.00015098
0.00027959	0.00000991
0.00017694	0.00073514
0.00002971	0.00024990
0.00008271	0.00089807
0.00004617	0.00014494
0.00006603	0.00036944
0.00013925	0.00013390
0.00008858	0.00086021
0.00007103	0.00071487
0.00033137	0.00049400
0.00048801	0.00315103
0.00017222	0.00172346
0.00012224	0.00006710
0.00000418	0.00093768
0.00005886	0.00101771
0.00004774	0.00032801
0.00001329	0.00012403
0.00007438	0.00219066
0.00007318	0.00015093
0.00000644	0.00154986
0.00056647	0.00054423
0.00004264	0.00094376
