# deviation_chirp_bias	 deviation_time_bias
0.00096826	0.00084858
0.00003955	0.00023612
0.00002698	0.00021419
0.00004384	0.00039553
0.00013927	0.00062848
0.00008672	0.00101402
0.00032064	0.00200991
0.00018845	0.00026103
0.00000619	0.00021055
0.00000781	0.00037705
0.00004802	0.00123776
0.00005870	0.00035292
0.00008361	0.00009983
0.00005109	0.00020041
0.00002858	0.00003152
